label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
EAM,1,1,Mobile & IoT Development,Microcontroller & Embedded Systems,57.0,IoT,46.8,Operating Systems,34.7,Digital Logic & Design,31.9,Software Engineering,25.6,sensor|audit|efficiency
OR,2,0,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,85.9,Engineering Mathematics-III,78.1,Engineering Mathematics-IV,70.3,Operating Systems,70.1,Cryptography & Network Security,69.0,
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Microcontroller & Embedded Systems,83.2,Computer Networks,80.0,Design & Analysis of Algorithms,78.9,C++,78.1,Cryptography & Network Security,75.2,simplex|supply chain|risk|linear programming|simulation|security|inventory|optimization|scipy
DBM,3,4,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Software Engineering,72.1,IoT,69.8,Artificial Intelligence,49.9,Engineering Mathematics-IV,49.4,Full Stack Development,48.9,ecommerce|monitoring|digital marketing|crm|analytics|react|seo|web|encryption
EAM,1,2,Mobile & IoT Development,Engineering Mathematics-III,78.08090281789362,C++,65.1,Automata Theory,64.6,Cryptography & Network Security,59.2,Microcontroller & Embedded Systems,58.2,audit|monitoring|power|iot|sensor|efficiency|renewable|energy
RE,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,74.2,Engineering Mathematics-III,69.53546595917823,Engineering Mathematics-IV,68.7,Computer Networks,67.9,Operating Systems,64.3,testing|fmea|fault tree
OR,1,1,Data Science & Analytics,Engineering Mathematics-III,100.0,Microcontroller & Embedded Systems,100.0,Operating Systems,98.4,Data Structures and Algorithms,96.3,Cryptography & Network Security,92.5,scheduling|linear programming|inventory|optimization
DBM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Automata Theory,87.7,Database Management Systems,86.0,Computer Networks,80.2,Engineering Mathematics-III,78.6,Full Stack Development,77.4,kpi|ecommerce|digital marketing|sensor|dashboard|crm|analytics|react|seo|web
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,59.9,Data Structures and Algorithms,57.6,Full Stack Development,54.4,Computer Networks,49.4,IoT,48.0,simplex|supply chain|ecommerce|inventory|optimization|scipy
EAM,2,3,Mobile & IoT Development|Network & Wireless Systems,Java,50.2,Microcontroller & Embedded Systems,41.1,Digital Logic & Design,31.1,IoT,30.0,Operating Systems,28.5,audit|solar|monitoring|power|iot|efficiency|hvac|renewable|crm|probability
CSL,2,0,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-IV,76.8,Data Structures and Algorithms,76.7,Automata Theory,71.8,Cryptography & Network Security,71.7,IoT,71.7,
CSL,2,1,Network & Wireless Systems|Web Development,Engineering Mathematics-IV,65.5,Cryptography & Network Security,52.8,Operating Systems,49.5,Artificial Intelligence,49.2,Database Management Systems,46.0,encryption|firewall
EAM,1,2,Mobile & IoT Development,Cryptography & Network Security,65.5,Engineering Mathematics-IV,65.2,Engineering Mathematics-III,60.4,Java,59.5,Microcontroller & Embedded Systems,53.5,audit|solar|iot|sensor|efficiency|hvac|renewable
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,83.5,Engineering Mathematics-III,79.0,C++,76.8,Artificial Intelligence,76.8,Java,76.7,weibull|audit|fault tree|statistics|quality|simulation|testing|fmea|probability|risk
OR,1,2,Data Science & Analytics,Engineering Mathematics-III,88.9,Cryptography & Network Security,85.9,Data Structures and Algorithms,81.2,Operating Systems,79.0,Artificial Intelligence,77.7,simplex|supply chain|linear programming|simulation|queuing
RE,1,2,Network & Wireless Systems,Engineering Mathematics-IV,100.0,Data Structures and Algorithms,100.0,Computer Networks,100.0,Cryptography & Network Security,97.57385472214845,Software Engineering,96.3,simulation|testing|fmea|probability|reliability
DBM,2,1,Web Development|Data Science & Analytics,Engineering Mathematics-III,54.2,Data Structures and Algorithms,53.5,Computer Networks,46.5,C++,41.9,Automata Theory,40.4,agile|crm|react|digital marketing
CSL,1,1,Network & Wireless Systems,Computer Networks,76.6,IoT,72.9,Cryptography & Network Security,69.8,Java,66.0,Full Stack Development,64.1,vulnerability|security|cyber|network security|forensics
RE,1,2,Network & Wireless Systems,Operating Systems,58.4,Engineering Mathematics-III,51.5,Full Stack Development,44.4,Automata Theory,42.0,IoT,38.6,weibull|fault tree|statistics|quality|simulation|security|fmea|probability|reliability
CSL,2,0,Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,72.3,Design & Analysis of Algorithms,71.5,Computer Networks,62.4,Cryptography & Network Security,62.0,Python,58.4,
OR,1,3,Data Science & Analytics,Design & Analysis of Algorithms,59.2,Computer Networks,55.3,Engineering Mathematics-IV,54.0,IoT,51.9,Cryptography & Network Security,50.1,supply chain|simplex|scheduling|simulation|queuing|inventory|optimization|scipy
RE,1,3,Network & Wireless Systems,Full Stack Development,73.4,Engineering Mathematics-IV,70.80471852154807,Engineering Mathematics-III,70.69183240880007,Java,67.7,C++,65.4,weibull|statistics|quality|simulation|linear programming|testing|probability|risk
DBM,2,3,Data Science & Analytics|Web Development,Software Engineering,85.2,Design & Analysis of Algorithms,83.2,Java,81.8,Artificial Intelligence,77.4,Cryptography & Network Security,76.7,network security|kpi|ecommerce|digital marketing|iot|dashboard|crm|analytics|react|seo
CSL,1,3,Network & Wireless Systems,Automata Theory,72.8,Artificial Intelligence,64.6,Java,64.1,Software Engineering,63.3,Microcontroller & Embedded Systems,63.0,vulnerability|authentication|security|firewall|network security|forensics|encryption
CSL,2,1,Network & Wireless Systems|Web Development,C++,62.9,Engineering Mathematics-IV,62.21538091600784,Design & Analysis of Algorithms,56.0,Python,53.4,Computer Networks,52.8,vulnerability|phishing|security
CSL,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Automata Theory,77.4,Design & Analysis of Algorithms,75.3,Java,68.4,Software Engineering,65.8,Engineering Mathematics-III,64.9,audit|authentication|phishing|security|cyber|network security|forensics|encryption
DBM,2,2,Data Science & Analytics|Cloud & Distributed Systems,Database Management Systems,96.9,Cryptography & Network Security,88.6,Software Engineering,88.0,Full Stack Development,86.1,IoT,83.5,seo|kpi
EAM,2,3,Mobile & IoT Development|Network & Wireless Systems,IoT,50.3,Software Engineering,44.6,Design & Analysis of Algorithms,44.1,Microcontroller & Embedded Systems,40.6,Data Structures and Algorithms,38.6,audit|monitoring|power|sensor|hvac|renewable|energy
RE,1,2,Network & Wireless Systems,Data Structures and Algorithms,83.2,Artificial Intelligence,81.5,Automata Theory,77.9,Engineering Mathematics-III,75.3,Full Stack Development,74.8,statistics|fmea|simulation|fault tree
DBM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Design & Analysis of Algorithms,80.0,Full Stack Development,76.8,Engineering Mathematics-III,76.2,Java,72.6,IoT,70.5,kpi|ecommerce|digital marketing|dashboard|agile|analytics|web
DBM,3,4,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Python,77.7,Database Management Systems,76.8,Software Engineering,73.1,Engineering Mathematics-III,65.9,Engineering Mathematics-IV,64.1,kpi|ecommerce|digital marketing|dashboard|agile|crm|analytics|react|seo|web
OR,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Digital Logic & Design,67.7,Computer Networks,64.5,IoT,60.8,Software Engineering,59.8,Design & Analysis of Algorithms,57.4,supply chain|simplex|scheduling|linear programming|simulation|efficiency|queuing|crm|inventory|optimization
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Computer Networks,93.4,Artificial Intelligence,73.9,Database Management Systems,73.5,Microcontroller & Embedded Systems,69.7,Cryptography & Network Security,68.5,simplex|supply chain|scheduling|inventory|optimization|scipy
DBM,2,3,Data Science & Analytics|Web Development,Engineering Mathematics-IV,100.0,Computer Networks,100.0,Software Engineering,100.0,Automata Theory,100.0,Design & Analysis of Algorithms,100.0,kpi|authentication|dashboard|analytics|react|seo|web
EAM,1,2,Mobile & IoT Development,Database Management Systems,88.0,C++,74.0,Digital Logic & Design,73.6,Python,72.3,Cryptography & Network Security,70.74403440035222,audit|solar|monitoring|power|iot|efficiency|hvac
DBM,2,3,Web Development|Data Science & Analytics,Full Stack Development,68.2,Engineering Mathematics-III,65.3,Cryptography & Network Security,64.5,Java,64.3,Computer Networks,62.6,ecommerce|digital marketing|dashboard|agile|analytics|react|seo
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Python,65.8,Cryptography & Network Security,62.4,Software Engineering,57.4,Java,57.3,Digital Logic & Design,50.4,vulnerability|phishing|cyber|crm|forensics|encryption
RE,1,2,Network & Wireless Systems,Artificial Intelligence,82.7,Automata Theory,73.2,IoT,70.5,Engineering Mathematics-IV,67.0,Design & Analysis of Algorithms,63.9,statistics|quality|simulation|reliability
OR,1,1,Data Science & Analytics,IoT,61.7,Data Structures and Algorithms,48.7,Artificial Intelligence,46.4,Engineering Mathematics-III,46.3,Cryptography & Network Security,40.9,scipy|simplex|linear programming|queuing
DBM,1,1,Web Development,Engineering Mathematics-III,89.28070694395521,Database Management Systems,81.9,Engineering Mathematics-IV,74.80777620135716,Artificial Intelligence,68.5,Computer Networks,64.1,supply chain|ecommerce|digital marketing|crm|react|web
RE,1,1,Network & Wireless Systems,Java,90.3,Engineering Mathematics-IV,85.3,Cryptography & Network Security,84.2,Artificial Intelligence,84.1,Automata Theory,79.9,simulation|probability
RE,1,3,Network & Wireless Systems,Database Management Systems,82.8,Engineering Mathematics-IV,81.4,Data Structures and Algorithms,80.8,Operating Systems,76.2,Engineering Mathematics-III,76.1,weibull|audit|fault tree|quality|simulation|fmea|testing|crm|probability|risk
EAM,1,1,Mobile & IoT Development,Data Structures and Algorithms,93.2,Cryptography & Network Security,70.3,C++,68.6,Engineering Mathematics-IV,68.1,Engineering Mathematics-III,68.0,sensor|audit|energy|efficiency
OR,1,2,Data Science & Analytics,Engineering Mathematics-IV,91.3,Computer Networks,90.05342903812782,Data Structures and Algorithms,83.7,Engineering Mathematics-III,81.8,Cryptography & Network Security,80.61034463642754,simplex|monitoring|linear programming|queuing|inventory|scipy
DBM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Automata Theory,81.3,Python,63.6,Database Management Systems,62.2,C++,52.7,Full Stack Development,52.6,supply chain|kpi|digital marketing|dashboard|crm|analytics|seo|web
RE,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-III,45.2,Digital Logic & Design,34.8,IoT,29.2,Data Structures and Algorithms,21.8,Engineering Mathematics-IV,16.9,weibull|quality|testing|simulation
RE,1,4,Network & Wireless Systems,Microcontroller & Embedded Systems,97.2,Cryptography & Network Security,89.6,Engineering Mathematics-IV,86.5,Engineering Mathematics-III,82.2,Software Engineering,82.2,weibull|fault tree|quality|testing|fmea|analytics|probability|risk|reliability
RE,2,2,Network & Wireless Systems|Data Science & Analytics,Engineering Mathematics-III,100.0,Cryptography & Network Security,100.0,Microcontroller & Embedded Systems,99.7666716032237,Engineering Mathematics-IV,98.9,Java,96.8,fault tree|statistics|quality|simulation|testing|probability|risk
CSL,1,2,Network & Wireless Systems,Automata Theory,43.2,C++,42.0,Software Engineering,36.5,Data Structures and Algorithms,23.0,IoT,22.1,forensics|encryption|firewall|network security
DBM,4,3,Data Science & Analytics|Web Development|Cloud & Distributed Systems|Mobile & IoT Development,Design & Analysis of Algorithms,70.0,Software Engineering,63.1,Full Stack Development,56.1,Digital Logic & Design,52.9,Java,51.0,kpi|ecommerce|digital marketing|dashboard|simulation|agile|crm|analytics|react|seo
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Operating Systems,82.0,Cryptography & Network Security,79.2,Software Engineering,78.6,Database Management Systems,77.6,Digital Logic & Design,74.5,authentication|forensics|phishing|network security
EAM,1,1,Mobile & IoT Development,Microcontroller & Embedded Systems,76.0,IoT,76.0,Digital Logic & Design,67.5,Automata Theory,67.4,C++,66.9,audit|simplex|iot|hvac|renewable|energy
DBM,2,2,Data Science & Analytics|Web Development,Full Stack Development,65.2,Cryptography & Network Security,56.5,C++,52.2,Java,49.9,Digital Logic & Design,45.2,kpi|fault tree|agile|crm|analytics|react|seo
CSL,1,1,Network & Wireless Systems,Engineering Mathematics-III,67.6,Full Stack Development,64.7,Python,61.7,Microcontroller & Embedded Systems,60.4,Data Structures and Algorithms,56.4,forensics|phishing|encryption|firewall
DBM,2,3,Data Science & Analytics|Web Development,IoT,75.9,Automata Theory,70.4,Cryptography & Network Security,70.4,C++,67.1,Design & Analysis of Algorithms,66.7,kpi|ecommerce|digital marketing|agile|crm|analytics|react|web
DBM,3,3,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Full Stack Development,76.9,Computer Networks,68.8,Cryptography & Network Security,62.2,Database Management Systems,60.7,Data Structures and Algorithms,60.0,weibull|kpi|digital marketing|dashboard|agile|react|seo|web
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,100.0,Database Management Systems,91.2561610722919,Operating Systems,87.6,Computer Networks,84.6,Engineering Mathematics-IV,83.9,iot|supply chain|inventory|optimization
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,63.04307120496602,Engineering Mathematics-IV,60.9,Engineering Mathematics-III,52.7,IoT,51.48819056293405,Python,51.1,weibull|fault tree|quality|iot|efficiency|fmea|testing|probability|risk|reliability
CSL,1,0,Network & Wireless Systems,Database Management Systems,80.51755672628455,Digital Logic & Design,74.7,Cryptography & Network Security,72.8,Engineering Mathematics-IV,71.4,Computer Networks,70.8,
CSL,1,2,Network & Wireless Systems,Operating Systems,85.7,Design & Analysis of Algorithms,84.7,Automata Theory,79.9,Artificial Intelligence,79.2,Cryptography & Network Security,75.1,vulnerability|authentication|quality|phishing|security|cyber|firewall|network security|encryption
CSL,1,3,Network & Wireless Systems,Microcontroller & Embedded Systems,89.6,Software Engineering,81.2,Cryptography & Network Security,81.0,Computer Networks,76.9,Database Management Systems,74.5,vulnerability|authentication|phishing|security|cyber|efficiency|firewall|network security|forensics|encryption
OR,1,0,Data Science & Analytics,Operating Systems,73.2,C++,68.2,Java,67.4,Artificial Intelligence,65.7,Cryptography & Network Security,64.5,
CSL,1,2,Network & Wireless Systems,Microcontroller & Embedded Systems,75.2,Computer Networks,71.1,IoT,70.6,Full Stack Development,69.5,Python,68.6,vulnerability|digital marketing|authentication|security|cyber|firewall|forensics|encryption
